Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11613,CA,Voluntary Vehicle Retirement Incentives - San Joaquin Valley and South Coast,"The San Joaquin Valley Air Pollution Control District and the South
Coast Air Quality Management District administer the Enhanced Fleet
Modernization Program (EFMP) Pilot Retire and Replace program, providing
incentives to replace a vehicle eligible for retirement with a more
fuel-efficient vehicle. Used vehicles must be no more than eight years
old and applicants must live in the San Joaquin Valley or South Coast
air basins. Eligible replacement vehicles must meet a minimum fuel
economy average by model year or average at least 35 miles per gallon
(mpg). Alternative fuel vehicles are also eligible, including plug-in
hybrid electric vehicles (PHEV) and zero emission vehicles (ZEVs).
Funding for alternative transportation mobility options, such as public
transportation or car sharing, is also available in lieu of purchasing
another vehicle. The incentive amounts vary by income level as compared
to the Federal Poverty Level (FPL) and replacement vehicle type.

::: {align=""center""}
  Income Eligibility                    Fuel Economy \>35 mpg   PHEV or ZEV   Alternative Transportation Mobility Option
  ------------------------------------ ----------------------- ------------- --------------------------------------------
  Low Income (\<225% FPL)                      \$4,500            \$4,500                   \$7,500 Value
  Moderate Income (\<300% FPL)                 \$3,500            \$3,500                   \$7,500 Value
  Above Moderate Income (\<400% FPL)           \$2,500            \$2,500                   \$7,500 Value
:::

Residents living in qualified disadvantaged communities may be eligible
for higher incentive amounts and, for residents replacing their vehicles
with a PHEV or ZEV, a rebate of up to \$2,000 for the purchase of
electric vehicle supply equipment. For more information, including
eligible vehicles and applicable requirements, see the California Air
Resources Board
[EFMP](https://ww2.arb.ca.gov/our-work/programs/enhanced-fleet-modernization-program)
website. (Reference [California Health and Safety
Code](http://www.oal.ca.gov/) 44062.3 and 44125)
",2015-04-09 00:00:00 UTC,,false,84,State Incentives,"",2015-06-12 14:02:26 UTC,,,,"",ELEC|EFFEC|HEV|OTHER|PHEV,GNT,"",FLEET|IND,http://www.oal.ca.gov/
11614,TN,Natural Gas Measurement,"Compressed natural gas (CNG) and liquefied natural gas (LNG) used for
transportation must be sold in gasoline gallon equivalents (GGE) or
diesel gallon equivalents (DGE) prescribed by the state, unless
equivalent measures are established by the National Conference on
Weights and Measures. According to current state law, one GGE is equal
to 5.66 pounds (lbs.) of CNG. One DGE is equal to 6.38 lbs. of CNG or
6.06 lbs. of LNG. (Reference [Tennessee
Code](http://www.lexisnexis.com/hottopics/tncode/) 47-26-914)
",2015-04-24 00:00:00 UTC,,false,30,Laws and Regulations,"",2015-06-12 16:27:17 UTC,,,,"",NG,"",FUEL,STATION,http://www.lexisnexis.com/hottopics/michie/
11616,IN,Propane Equipment and Infrastructure Liability Exemption,"Propane equipment, infrastructure, and fuel providers are exempt from
civil liability for personal injury or property damage resulting from an
individual who modifies, repairs, materially alters, or uses propane
equipment or fuel for purposes not intended by the manufacturer or fuel
producer. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 34-31-11.2-2)
",2015-04-30 00:00:00 UTC,,false,107,State Incentives,"",2015-06-12 18:40:28 UTC,,,,"",LPG,EXEM,"",AFP|OTHER,http://www.in.gov/legislative/ic/code
11617,OK,Compressed Natural Gas (CNG) Vehicle Loan Program Development,"The Oklahoma Cooperative Circuit Engineering Districts Board must
develop and adopt rules and processes for a no-interest loan program to
allow qualified county governments to purchase or convert CNG vehicles.
Counties that borrow funds must sell to a nongovernmental entity or
properly dispose of a comparable number of conventional vehicles. Loan
terms will be up to five years. (Reference [Oklahoma
Statutes](http://www.oklegislature.gov/) 69-687.3C)
",2015-06-04 00:00:00 UTC,,false,70,Laws and Regulations,"",2015-06-12 19:53:12 UTC,,,,"",NG,"",OTHER,GOV,http://www.oklegislature.gov
11618,OK,Natural Gas Measurement,"The Oklahoma Department of Labor (DOL) must standardize compressed
natural gas (CNG) and liquefied natural gas (LNG) measurements for
retail motor vehicle fuel, unless the National Conference on Weights and
Measures has established equivalent measures. Until the DOL standardizes
measurements, a gasoline gallon equivalent is equal to 5.66 pounds
(lbs.) of CNG and a diesel gallon equivalent is equal to 6.06 lbs. of
LNG. (Reference [Oklahoma Statutes](http://www.oklegislature.gov/)
83-119)
",2015-05-06 00:00:00 UTC,,false,71,Laws and Regulations,"",2015-06-12 19:58:33 UTC,,,,"",NG,"",FUEL,STATION,http://www.oklegislature.gov
11619,CA,Electric Vehicle Supply Equipment (EVSE) Loan and Rebate Program,"The Electric Vehicle Charging Station Financing Program (Program), part
of the California Capital Access Program (CalCAP), provides loans for
the design, development, purchase, and installation of EVSE at small
business locations in California. Small businesses are eligible for a
rebate of 50% of the loan loss reserve amount after the small business
repays the loan in full or meets monthly payment deadlines over a
48-month period. Eligible borrowers must be small businesses with 1,000
or fewer employees and must maintain legal control of the EVSE for the
entire loan period. The maximum loan amount is \$500,000 per qualified
small business and can be insured for up to four years.

The Program may provide up to 100% coverage to lenders on certain loan
defaults. Lenders must apply to the California Pollution Control
Financing Authority (CPCFA) to participate and enroll each qualified
EVSE loan through CalCAP. Upon approval, CPCFA will pay a premium into
the lender\'s loan loss reserve account for up to 20% of the loan amount
and contribute an additional 10% to 30% for installations in multi-unit
dwellings and disadvantaged communities.

The California Energy Commission funds the Program. For more
information, including EVSE technical requirements and eligibility
requirements for both borrowers and lenders, see the
[Program](http://www.treasurer.ca.gov/cpcfa/calcap/evcs/index.asp)
website.
",2015-04-29 00:00:00 UTC,,false,16,State Incentives,"",2015-06-12 20:04:20 UTC,,,,"",ELEC|PHEV,LOANS|RBATE,"",STATION|FLEET,""
11620,WA,Renewable Natural Gas and Renewable Hydrogen Fuel Sales Regulations,"Public utility districts are authorized to sell renewable natural gas
and renewable hydrogen to facilities that condense or dispense natural
gas or renewable hydrogen for use as a motor fuel. Renewable natural gas
is defined as methane gas or other hydrocarbons derived from organic
materials. Renewable hydrogen is defined as hydrogen produced using
renewable resources as the source of the hydrogen and the source for the
energy input into the production process. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 54.04.190)
",2015-04-17 00:00:00 UTC,2019-04-17 00:00:00 UTC,false,207,Laws and Regulations,"",2019-05-10 00:50:46 UTC,,,,"",HY|NG,"",REGIS,STATION,http://apps.leg.wa.gov/rcw/
11621,NJ,Plug-In Electric Vehicle Toll Discount Program,"New Jersey Turnpike Authority\'s Green Pass Discount Plan provides a 10%
discount on off-peak New Jersey Turnpike and Garden State Parkway toll
rates for drivers of vehicles that have a fuel economy of 45 miles per
gallon or higher and meet the California Super Ultra Low Emission
Vehicle standard. Vehicles must register with New Jersey E-ZPass. For
more information, including application instructions, see the [E-ZPass
Discount Programs](https://www.panynj.gov/bridges-tunnels/e-zpass.html)
website.
",,,false,10,State Incentives,"",2015-06-18 14:55:33 UTC,,,,"",ELEC|HEV|PHEV,EXEM,"",IND,""
11624,UT,Qualified Heavy-Duty Alternative Fuel Vehicle (AFV) Tax Credit,"Taxpayers may be eligible for a tax credit for the purchase of a
qualified heavy-duty AFV. Qualifying fuels include natural gas,
electricity, and hydrogen. Each qualified heavy-duty AFV is eligible for
the following tax credit amounts:

Year

Credit Amount

2021

\$15,000

2022

\$13,500

2023

\$12,000

2024

\$10,500

2025

\$9,000

2026

\$7,500

2027

\$6,000

2028

\$4,500

2029

\$3,000

2030

\$1,500

At least 50% of the qualified vehicle\'s miles must be driven in the
state. A single taxpayer may claim credits for up to 10 AFVs or
\$500,000 annually. If more than 30% of the total available tax credits
in a single year have not been claimed by May 1, a taxpayer may apply
for credits for an additional eight AFVs. Up to 25% of the tax credits
are reserved for taxpayers with small fleets of less than 40 vehicles.
Additional conditions and restrictions may apply. For more information,
see the [Alternative Fuel Heavy Duty Vehicle Tax Credit
Program](https://deq.utah.gov/air-quality/incentive-programs-aq/alternative-fuel-heavy-duty-vehicle-tax-credit-program)
website.

(Reference Utah [House Bill](https://le.utah.gov/) 91, 2021 and [Utah
Code](https://le.utah.gov/xcode/code.html) 59-7-618, 59-10-1033, and
59-13-201)
",2015-04-01 00:00:00 UTC,2017-03-22 00:00:00 UTC,true,5,State Incentives,"",2021-03-10 20:59:43 UTC,,,,"",ELEC|HY|NG,TAX,"",FLEET|IND,http://le.utah.gov/|https://le.utah.gov/
11625,AZ,Electric Vehicle Charging Rate Incentive - Salt River Project (SRP),"SRP offers a time-of-use (TOU) rate for residential customers that own
or lease a plug-in hybrid electric or plug-in electric vehicle. The TOU
rate applies to daily super off-peak hours and additional off-peak hours
on weekends, holidays, and some weekday hours. Eligible customers must
be able to separately meter EV charger usage. For more information,
including how to enroll, see the SRP [Electric Vehicle Price
Plan](https://www.srpnet.com/prices/home/electricvehicle.aspx) website.
",,,false,46,Utility/Private Incentives,"",2020-05-11 15:24:11 UTC,,,,"",ELEC|PHEV,OTHER,"",IND,""
11629,CO,Advanced Industries (AI) Accelerator Program Grants,"The Accelerator Programs promote growth and sustainability in
Colorado\'s AIs. Grants may be available for advanced industries such as
vehicle and component manufacturing and biofuels. Four types of grants
are available, including Proof of Concept, Early-Stage Capital &
Retention, Infrastructure Funding, and AI Exports. For more information
on each grant program, including eligibility requirements and how to
apply, see the Colorado Office of Economic Development & International
Trade\'s [Advanced Industries Accelerator
Programs](http://choosecolorado.com/doing-business/incentives-financing/advanced-industries/)
website.
",,,false,20,State Incentives,"",2015-07-08 15:17:20 UTC,,,,"",BIOD|ELEC|HEV|PHEV,GNT,"",STATION|AFP|MAN|OTHER,""
11630,VA,Government Alternative Fuel Vehicle (AFV) Incentive,"The Virginia Department of Mines, Minerals and Energy, in collaboration
with the Virginia Department of Transportation, offers up to \$10,000 to
state agencies and local governments for the incremental cost of new or
converted AFVs. To be eligible, vehicles must comply with Buy America
provisions or qualify for a waiver from the U.S. Department of
Transportation Federal Highway Administration, and must be garaged in
areas of air quality nonattainment, as recognized by the federal
[Congestion Mitigation and Air Quality Improvement
(CMAQ)](https://www.fhwa.dot.gov/environment/air_quality/cmaq/) program.
For more information, see the Virginia [CMAQ Incentive
Program](http://www.vacleancities.org/reports-2/cmaq-incentive-program/)
website.
",,,false,5,State Incentives,"",2015-07-09 14:19:18 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",STATION|GOV,""
11631,VA,Port Drayage Truck Replacement and Retrofit Incentive,"The Virginia Port Authority, in partnership with Virginia Clean Cities,
offers regional [Congestion Mitigation and Air Quality
Improvement](http://www.fhwa.dot.gov/environment/air_quality/cmaq/)
funds to retire aging drayage trucks and replace them with modern clean
diesel vehicles. This program provides 50% of the cost to purchase new
clean diesel drayage trucks, up to \$30,000. For more information,
including eligible vehicles, see the [Green
Operator](http://www.greenoperator.org/) website.
",,,false,7,State Incentives,"",2018-10-09 19:20:56 UTC,,,,"",OTHER,GNT|RBATE,"",FLEET|GOV,""
11632,HI,Hydrogen Implementation Working Group,"The Hawaii Hydrogen Implementation Working Group (H2IWG), consisting of
federal, state, and county agency representatives and industry
stakeholders, facilitates the establishment of infrastructure and
policies across all state agencies with the goal of promoting the
expansion of hydrogen-based energy in Hawaii. The H2IWG submitted
[recommendations](https://www.hydrogen2hawaii.com/wp-content/uploads/2015/11/H2IWG-Report-Final-v2.pdf)
to the state legislature in 2015. (Reference [Hawaii Revised
Statutes](http://www.capitol.hawaii.gov/) 206M-23)
",2015-07-01 00:00:00 UTC,,false,87,Laws and Regulations,"",2015-07-13 15:10:30 UTC,,,,"",HY,"",OTHER,OTHER,http://www.capitol.hawaii.gov/
11633,MN,Authorization for Biofuel Incentive,"The Agricultural Growth, Research, and Innovation Program may offer
grants, loans, or other financial incentives to alternative fuel
retailers for the installation of ethanol blender pumps or other rural
economic infrastructure activities, or to producers of transportation
fuels from cellulosic material or bio-based products. The program will
remain in effective through June 30, 2025, with funding subject to
legislative appropriation. (Reference [Minnesota
Statutes](https://www.revisor.mn.gov/pubs/) 41A.12)
",2009-05-16 00:00:00 UTC,,false,53,Laws and Regulations,"",2015-07-13 17:08:34 UTC,,,,"",BIOD|ETH,"",OTHER,STATION|AFP,https://www.revisor.mn.gov/pubs
11636,MN,Minnesota Biofuels Replacement Goals,"The Minnesota Department of Weights and Measures promotes the
replacement of petroleum used in the state with the goal that biofuels
will account for at least the specified percentage of all gasoline
offered for sale by the dates below:

::: {align=""center""}
  Calendar Year    Biofuel Replacement Schedule
  --------------- ------------------------------
  2020                         25%
  2025                         30%
:::

(Reference [Minnesota Statutes](https://www.revisor.mn.gov/pubs/)
239.7911)
",2005-05-10 00:00:00 UTC,,false,59,Laws and Regulations,"",2015-07-13 17:26:06 UTC,,,,"",BIOD|ETH,"",RFS,PURCH,https://www.revisor.mn.gov/pubs/
11637,US,Biofuel Compatibility Requirements for Underground Storage Tanks (USTs),"Fueling station owners and operators must notify the appropriate state
and local implementing agencies at least 30 days before switching USTs
to store ethanol blends greater than 10%, biodiesel blends greater than
20%, or any other regulated fuel the agency has identified. This
notification timeframe allows agencies to request information on UST
compatibility before the owner or operator stores the fuel. Owners and
operators must also demonstrate UST system compatibility and maintain
records of compliance from the implementing agency for as long as the
UST is used to store the fuel. For more information on compatibility
requirements and implementing agencies by state, see the U.S.
Environmental Protection Agency [UST
Compatibility](http://www.epa.gov/oust/ustsystm/compat.html) website and
the [final
rule](https://www.govinfo.gov/content/pkg/FR-2015-07-15/pdf/2015-15914.pdf)
in the Federal Register. (Reference 40 [CFR](https://www.govinfo.gov/)
280.32)
",2015-07-15 00:00:00 UTC,,false,37,Laws and Regulations,U.S. Environmental Protection Agency,2015-07-15 18:32:43 UTC,,,,"",BIOD|ETH,"",REGIS,STATION,http://www.gpo.gov/fdsys/
11638,DE,Alternative Fuel Vehicle (AFV) Rebates,"As part of the Delaware Clean Transportation Incentive Program, the
Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates for new or leased AFVs. The following rebate
amounts are applicable for vehicles purchased or leased between January
1, 2020, and December 31, 2020:

<div>

  Qualifying Vehicles                                                       Rebate Amount
  ------------------------------------------------------------------------- ---------------
  All-electric vehicle (including vehicles with gasoline range extenders)   \$2,500
  Plug-in hybrid electric vehicle                                           \$1,000
  Dedicated propane or natural gas vehicle (NGV)                            \$1,500
  Bi-fuel propane or NGV                                                    \$1,350
  Dedicated heavy-duty NGV                                                  \$20,000

</div>

Eligible applicants include Delaware residents, businesses,
organizations, and government entities. Rebates are limited to six
vehicles per fleet. Additional terms and conditions apply. For more
information, including application guidelines and participating dealers,
see the DNREC [Clean Fuel and Transportation
Initiatives](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation/)
website.
",,,false,3,State Incentives,"",2020-01-24 16:04:22 UTC,,,,"",ELEC|NG|PHEV|LPG,RBATE,"",FLEET|GOV|IND,""
11639,DE,Electric Vehicle Supply Equipment (EVSE) Rebates,"As part of the Delaware Clean Transportation Incentive Program, Delaware
Department of Natural Resources and Environmental Control (DNREC) offers
rebates for new Level 2 EVSE purchased for use at public, workplace,
commercial, and multi-unit dwelling (MUD) locations. Installation,
labor, and other costs are not eligible.

Rebates are offered in the following amounts:

Rebate Amount (Maximum: \$3,500 single port/\$7,000 dual port)

Limit per Location

Commercial

Government and Nonprofit

Commercial

Government and Nonprofit

Public Access

75%

90%

6 charging ports

6 charging ports

Workplace

75%

90%

6 charging ports

6 charging ports

Fleet

75%

90%

6 charging ports

10 charging ports

MUD

90%

90%

10 charging ports

10 charging ports

Rebates are available on a first-come, first-served basis for multi-unit
dwellings, businesses, organizations, non-profits, government entities,
schools, colleges, and universities. Additional terms and conditions
apply. For more information, including application guidelines, see the
DNREC [Electric Vehicle Charging Equipment
Rebates](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation/ev-charging-equipment-rebates/)
website.
",,,false,4,State Incentives,"",2020-01-24 16:27:52 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|IND,""
11640,DE,Heavy-Duty Natural Gas Vehicle (NGV) Rebates,"As part of the Delaware Clean Fuel and Transportation Incentive Program,
the Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates of up to \$20,000 for new or leased Class 7 or
Class 8 dedicated NGVs. Eligible applicants include individuals,
businesses, non-profits, or governmental entities located in Delaware or
who have an in-state affiliate. Applicants must submit proof of order
and proof of payment to receive the rebate; a copy of the lease
agreement is required for leased vehicles. Fleets are limited to five
rebates per funding cycle. All vehicles purchased through this rebate
program must be titled and registered in the state. DNREC will accept
applications through December 31, 2020, on a first-come, first-served
basis. Additional terms and conditions apply. For more information,
including application instructions and eligibility requirements, see the
Delaware [Heavy-Duty Vehicle Rebate
Program](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation/heavy-duty-vehicle-rebates//)
website.
",,,false,6,State Incentives,"",2020-03-20 18:21:51 UTC,,,,"",NG,RBATE,"",FLEET|IND,""
11646,TX,Alternative Fuel Vehicle (AFV) Registration Tracking Program,"The Texas Department of Motor Vehicles (Department) collects data on the
number of AFVs registered in the state. The Department must submit an
[annual report](https://www.txdmv.gov/reports-and-data) to the Texas
Legislature detailing the results of each data collection year. For the
purpose of this program, AFVs include plug-in electric vehicles, hybrid
electric vehicles, and natural gas vehicles. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Transportation Code,
502.001 and 502.004)
",2015-06-16 00:00:00 UTC,,false,87,Laws and Regulations,"",2015-08-11 15:47:29 UTC,,,,"",ELEC|HEV|NG|PHEV,"",REGIS,OTHER,http://www.statutes.legis.state.tx.us/|http://www.capitol.state.tx.us
11653,OR,Alternative Fuel Vehicle (AFV) Parking Space Regulation,"An individual is not allowed to park a motor vehicle within any parking
space specifically designated for public parking and fueling of AFVs
unless the motor vehicle is an AFV fueled by electricity, natural gas,
methanol, propane, gasoline blended with at least 85% ethanol (E85), or
other fuel the Oregon Department of Energy approves. Eligible AFVs must
also be in the process of fueling or charging to park in the space. A
person found responsible for a violation is subject to traffic violation
penalties. (Reference [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 811.587)
",2015-06-02 00:00:00 UTC,,false,63,Laws and Regulations,"",2015-10-12 20:15:29 UTC,,,,"",ETH|ELEC|NG|OTHER|PHEV|LPG,"",OTHER,IND,https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/bills_laws/Pages/Oregon-Laws.aspx
11657,CA,Electric Vehicle Supply Equipment (EVSE) Incentives - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District administers the
Charge Up! Program, which provides funding for public agencies and
businesses for the purchase and installation of new, publicly accessible
EVSE. Rebates are available in the following amounts:

  EVSE Type                     Maximum Rebate Amount per EVSE   Minimum Cost Share
  ----------------------------- -------------------------------- --------------------
  Single Port Level 2           \$5,000                          None
  Dual Port Level 2             \$6,000                          None
  Direct Current Fast Charger   \$25,000                         30% of Total Cost

Annual funding is capped at \$50,000 per applicant. For more
information, including application requirements and restrictions, see
the [Charge Up! Program](http://valleyair.org/grants/chargeup.htm)
website.
",2015-10-01 00:00:00 UTC,,false,98,State Incentives,"",2015-11-09 22:28:26 UTC,,,,"",ELEC|PHEV,GNT,"",STATION,""
11658,CA,State Agency Low Carbon Fuel Use Requirement,"At least 3% of the aggregate amount of bulk transportation fuel
purchased by the state government must be from very low carbon
transportation fuel sources. The required amount of very low carbon
transportation fuel purchased will increase by 1% annually until January
1, 2024. Some exemptions may apply, as determined by the California
Department of General Services (DGS). Very low carbon fuel is defined as
a transportation fuel having no greater than 40% of the carbon intensity
of the closest comparable petroleum fuel for that year, as measured by
the methodology in [California Code of
Regulations](http://www.oal.ca.gov/) Title 17, Sections 95480-95486. DGS
will submit an annual progress report to the California Legislature.
(Reference [California Health and Safety Code](http://www.oal.ca.gov/)
43870, and [California Code of Regulations](http://www.oal.ca.gov/)
Title 17, Section 95480-95486)
",2015-10-12 00:00:00 UTC,,false,225,Laws and Regulations,"",2015-11-09 23:40:44 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,PURCH|GOV,http://www.oal.ca.gov/
11659,CA,Freight Efficiency Action Plan,"The California State Transportation Agency, the California Environmental
Protection Agency, the Natural Resources Agency, and other state
departments implemented the California Sustainable Freight Action Plan
(Plan), which establishes targets to improve freight efficiency and
transition to zero emission technologies. The Plan identifies state
policies, programs, and investments to achieve the following targets:

-   Improve freight system efficiency by 25% by 2030; and
-   Deploy over 100,000 zero emission freight vehicles and associated
    equipment, maximizing the number of vehicles powered by renewable
    energy, by 2030.

The involved parties have also initiated corridor-level freight pilot
projects to integrate advanced technologies, alternative fuels, freight
and fuel infrastructure, and local economic development opportunities
based on the Plan. For more information, see the [Transportation
Planning](https://dot.ca.gov/programs/transportation-planning) website.
(Reference [Executive
Order](https://www.gov.ca.gov/category/executive-orders/) B-32-15, 2015)
",2015-07-17 00:00:00 UTC,,false,293,Laws and Regulations,"",2017-11-08 19:24:29 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",AIRQEMISSIONS,GOV,http://gov.ca.gov/s_executiveorders.php
11660,CA,Electric Vehicle Supply Equipment (EVSE) Local Permitting Policies,"Cities and counties must adopt an ordinance that creates an expedited
and streamlined permitting process for EVSE. Each city or county must
consult with the local fire department or district and the utility
director to develop the ordinance, which must include a checklist of all
requirements for EVSE to be eligible for expedited review. A complete
application that is consistent with the city or county ordinance must be
approved, and entities submitting incomplete applications must be
notified of the necessary required information to be granted expedited
permit issuance. (Reference [California Government
Code](http://www.oal.ca.gov/) 65850.7)
",2015-10-08 00:00:00 UTC,,false,190,Laws and Regulations,"",2015-11-10 16:55:45 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|GOV,http://www.oal.ca.gov/
11662,CO,Inter-Agency Fleet Improvement Coordination,"The Colorado Energy Office, Department of Transportation (CDOT),
Department of Public Health and Environment, and Department of Personnel
and Administration (DPA) will establish a State Fleet Sub-Council
(Sub-Council) to help develop, implement, and improve programs, plans,
and policies that save money, reduce emissions, promote domestic fuel
use, and conserve natural resources. The Sub-Council will:

-   Develop standard procedures and formulas for modeling and monitoring
    potential alternative fuel vehicles (AFVs) and fuel reduction
    efforts that link acquisition and operations budgets;
-   Create an idle reduction policy for state agencies;
-   Create a process that allows fleet coordinators to replace vehicles
    with AFVs before standard retirement age if the replacement is
    cost-effective;
-   Identify and evaluate other fuel-saving practices and develop
    procedures for their implementation; and
-   Evaluate alternative financing options for state fleet vehicles
    including leasing, energy performance contracting, and other options
    that may reduce costs.

In addition, DPA and CDOT will establish policies and procedures to
promote the cost-effective use of non-petroleum fuel vehicles and other
fleet efficiency improvements. The policies must strive for the use of
non-petroleum based fuels at least 90% of the time when cost-effective.

(Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,49,Laws and Regulations,"",2015-11-11 19:14:42 UTC,,,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,"",REQ|AIRQEMISSIONS|DREST,OTHER,https://www.colorado.gov/governor/executive-orders
11663,CO,Fleet Purchase and Pricing Agreement Requirements,"The Colorado state fleet and the Colorado Department of Transportation
(CDOT) must purchase natural gas vehicles (NGVs) where natural gas
fueling is available or planned, whenever possible. Where NGVs are not
viable options, other alternative fuel vehicles (AFVs) such as plug-in
electric, hybrid electric, and propane vehicles, must be considered. All
new vehicles purchased must be either alternatively fueled or exceed
federal Corporate Average Fuel Economy standards.

In addition, CDOT and the Colorado Department of Personnel and
Administration (DPA) must include AFVs in state pricing agreements; AFVs
include compressed natural gas, hybrid electric, plug-in electric, and
propane vehicles. CDOT and DPA must also determine opportunities to
expand state pricing into alternative fuel and fuel-efficient heavy-duty
equipment, as well as into idle reduction technologies and telematics.

(Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,50,Laws and Regulations,"",2015-11-11 19:19:51 UTC,,,,"",ELEC|HEV|NG|PHEV|LPG,"",REQ,GOV,https://www.colorado.gov/governor/executive-orders
11664,CO,Workplace Charging Evaluation,"Colorado state agencies and departments must evaluate opportunities to
improve commuting options for employees, including the installation of
workplace charging for plug-in electric vehicles. Agencies and
departments may coordinate with the Colorado Energy Office as needed for
technical support. (Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,51,Laws and Regulations,"",2015-11-11 19:24:06 UTC,,,,"",ELEC|PHEV,"",REQ,STATION|OTHER,https://www.colorado.gov/governor/executive-orders
11665,CO,State Agency Petroleum Reduction and Reporting Requirements,"Colorado state agencies and departments must reduce petroleum-based fuel
consumption on a per vehicle basis and across the fleet. For non-exempt
vehicles, the minimum annual reduction is 4% per vehicle, and at least
20% by Fiscal Year (FY) 2020 compared to a FY 2015 baseline. The exempt
vehicle requirement is a minimum annual reduction of 2% per vehicle, and
at least 10% by FY 2020. State agencies and departments must also
achieve a total reduction in petroleum-based fuel consumption by 15% (or
7.5% for exempt vehicles) by FY 2020. The Colorado Department of
Personnel and Administration may consider certain vehicles to be exempt
based on agency requests; agencies must request vehicle exemptions prior
to establishing the FY 2015 baseline.

State agencies must use EnergyCAP to track progress towards these goals.
All state executive agencies and departments will provide the Colorado
Greening Government Coordinating Council (Council) with any information
not captured in EnergyCAP that is needed to complete calculations and
reporting.

(Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,48,Laws and Regulations,"",2015-11-11 19:27:32 UTC,,,,"",EFFEC|OTHER,"",REQ,GOV,https://www.colorado.gov/governor/executive-orders
11666,NJ,Biodiesel Definition,"Biodiesel is defined as the monoalkyl esters of long chain fatty acids
derived from plant or animals that meet the registration requirements
for fuels and fuel additives established in Section 211 of the Clean Air
Act, Title 42 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
7545, and the requirements of ASTM D6751. (Reference [New Jersey
Statutes](http://www.njleg.state.nj.us/) 54:39-102)
",2015-08-10 00:00:00 UTC,,false,40,Laws and Regulations,"",2015-11-13 17:33:04 UTC,,,,"",BIOD,"",STD,AFP,http://www.njleg.state.nj.us/
11667,NH,Diesel Emissions Reduction Grants,"The New Hampshire Department of Environmental Services (NHDES) provides
U.S. Environmental Protection Agency Diesel Emissions Reduction Act
(DERA) funding for projects that reduce diesel emissions in New
Hampshire. Funding for up to 80% of eligible project costs is available
for businesses, individuals, and local or state agencies that reduce
diesel emissions by converting engines to alternative fuels,
retrofitting exhaust controls, purchasing new vehicles, or adding idle
reduction equipment. For more information, including funding amounts and
how to apply, see the NHDES [New Hampshire DERA
Project](https://www.des.nh.gov/business-and-community/loans-and-grants/dera)
website.
",,,false,5,State Incentives,"",2015-11-13 18:59:58 UTC,,,,"",AFTMKTCONV|EFFEC|IR|OTHER,GNT,"",MAN|FLEET|GOV|IND,""
11671,MI,Alternative Fuel Excise Tax,"Alternative fuels are taxed equal to the motor fuel tax on a gallon
equivalent basis. Alternative fuels include natural gas, propane,
hydrogen, and hythane. A gallon equivalent is defined as 5.660 pounds
(lbs.) of compressed natural gas, 6.06 lbs. of liquefied natural gas,
480.11 standard cubic feet of hydrogen, and 162.44 standard cubic feet
of hydrogen compressed natural gas. A gallon of propane is measured as 4
quarts or 3.785 liters. (Reference [Michigan Compiled
Laws](http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home)
207.1003, 207.1151, and 207.1152)
",2015-11-10 00:00:00 UTC,,false,55,Laws and Regulations,"",2015-12-10 16:50:05 UTC,,,,"",HY|NG|LPG,"",FUEL,FLEET|IND,"http://www.legislature.mi.gov/(S(bvw40vm3ndl3bhiwgtgk33ra))/mileg.aspx?page=Bills|http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home"""
